DOH_Reg_Office,Fac_County,Fac_ID,Fac_Type,Fac_Name,Week_End_Report_Date,Week_End_Report_Count,Confirmed_In_Facility,Confirmed_Out_Of_Facility,Presumed_In_Facility
Metropolitan Area Regional Office - Long Island,NASSAU,000521,NH,THE GRAND REHABILITATION AND NURSING AT GREAT NECK,04/21/2020,4,12,0,8
Metropolitan Area Regional Office - New York City,NEW YORK,001571,NH,MARY MANNING WALSH NURSING HOME CO INC,04/21/2020,2,29,1,4
Metropolitan Area Regional Office - New York City,NEW YORK,001582,NH,UPPER EAST SIDE REHABILITATION AND NURSING CENTER,04/21/2020,3,1,2,1
Central New York Regional Office,ONONDAGA,000650,NH,VAN DUYN CENTER FOR REHABILITATION AND NURSING,04/21/2020,2,0,3,0
Metropolitan Area Regional Office - Long Island,NASSAU,007823,NH,PARK AVENUE EXTENDED CARE FACILITY,04/21/2020,2,1,0,10
Metropolitan Area Regional Office - New York City,NEW YORK,001605,NH,AMSTERDAM NURSING HOME CORP (1992),04/21/2020,5,3,13,42
Metropolitan Area Regional Office - New York City,RICHMOND,001752,NH,"NEW VANDERBILT REHABILITATION AND CARE CENTER, INC",04/21/2020,1,1,0,23
Metropolitan Area Regional Office - New York City,QUEENS,001698,NH,PARK TERRACE CARE CENTER,04/21/2020,4,0,27,2
Metropolitan Area Regional Office - New York City,QUEENS,001705,NH,DRY HARBOR NURSING HOME,04/21/2020,3,10,10,18
Metropolitan Area Regional Office - Long Island,NASSAU,000547,NH,HIGHFIELD GARDENS CARE CENTER OF GREAT NECK,04/21/2020,3,15,5,0
Metropolitan Area Regional Office - New York City,NEW YORK,001569,NH,ISABELLA GERIATRIC CENTER INC,04/21/2020,5,18,20,36
Metropolitan Area Regional Office - New York City,QUEENS,003401,NH,BEACH GARDENS REHAB AND NURSING CENTER,04/21/2020,1,2,10,4
Metropolitan Area Regional Office - New Rochelle,ORANGE,003407,NH,SAPPHIRE NURSING AND REHAB AT GOSHEN,04/21/2020,3,2,1,0
Metropolitan Area Regional Office - New York City,QUEENS,001711,NH,HIGHLAND CARE CENTER,04/21/2020,2,1,18,20
Metropolitan Area Regional Office - Long Island,NASSAU,000491,NH,GLENGARIFF REHABILITATION AND HEALTHCARE CENTER,04/21/2020,4,1,6,14
Metropolitan Area Regional Office - New York City,QUEENS,003156,NH,BEZALEL REHABILITATION AND NURSING CENTER,04/21/2020,4,4,9,1
Metropolitan Area Regional Office - Long Island,NASSAU,000564,NH,THE GRAND REHABILITATION AND NURSING AT SOUTH POINT,04/21/2020,1,1,0,0
Metropolitan Area Regional Office - Long Island,NASSAU,000558,NH,COLD SPRING HILLS CENTER FOR NURSING AND REHABILITATION,04/21/2020,2,3,10,9
Metropolitan Area Regional Office - New York City,QUEENS,001704,NH,MIDWAY NURSING HOME,04/21/2020,4,0,9,15
Metropolitan Area Regional Office - New York City,NEW YORK,001370,NH,THE RIVERSIDE,04/21/2020,5,28,3,13
Metropolitan Area Regional Office - New Rochelle,ORANGE,000691,NH,HIGHLAND REHABILITATION AND NURSING CENTER,04/21/2020,2,7,8,2
Metropolitan Area Regional Office - Long Island,NASSAU,000524,NH,DALEVIEW CARE CENTER,04/21/2020,4,0,2,2
Metropolitan Area Regional Office - Long Island,NASSAU,004089,NH,NORTHWELL HEALTH STERN FAMILY CENTER FOR REHABILITATION,04/21/2020,1,0,2,0
Metropolitan Area Regional Office - Long Island,NASSAU,006312,NH,FULTON COMMONS CARE CENTER INC,04/21/2020,4,1,1,33
Western Regional Office - Rochester,MONROE,000464,NH,THE FRIENDLY HOME,04/21/2020,1,1,0,0
Metropolitan Area Regional Office - Long Island,NASSAU,000498,NH,LONG BEACH NURSING AND REHABILITATION CENTER,04/21/2020,2,8,1,0
Metropolitan Area Regional Office - Long Island,NASSAU,000509,NH,MAYFAIR CARE CENTER,04/21/2020,3,0,0,2
Metropolitan Area Regional Office - Long Island,NASSAU,004066,NH,NORTH SHORE-LIJ ORZAC CENTER FOR REHABILITATION,04/21/2020,2,0,6,0
Metropolitan Area Regional Office - Long Island,NASSAU,000492,NH,EMERGE NURSING AND REHABILITATION AT GLEN COVE,04/21/2020,1,5,3,1
Metropolitan Area Regional Office - New York City,QUEENS,007298,NH,THE PAVILION AT QUEENS FOR REHABILITATION & NURSING,04/21/2020,2,1,11,9
Metropolitan Area Regional Office - New York City,QUEENS,001681,NH,FOREST HILLS CARE CENTER,04/21/2020,1,5,1,3
Metropolitan Area Regional Office - New York City,QUEENS,001688,NH,"OCEANVIEW NURSING & REHABILITATION CENTER, LLC",04/21/2020,3,2,3,3
Metropolitan Area Regional Office - Long Island,NASSAU,000557,NH,"PARKVIEW CARE AND REHABILITATION CENTER, INC.",04/21/2020,3,0,1,9
Metropolitan Area Regional Office - New York City,NEW YORK,003089,NH,TERENCE CARDINAL COOKE HEALTH CARE CENTER,04/21/2020,3,18,11,8
Metropolitan Area Regional Office - Long Island,NASSAU,000504,NH,SOUTH SHORE REHABILITATION AND NURSING CENTER,04/21/2020,2,3,11,3
Metropolitan Area Regional Office - Long Island,NASSAU,000520,NH,LYNBROOK RESTORATIVE THERAPY AND NURSING,04/21/2020,3,8,7,0
Metropolitan Area Regional Office - Long Island,NASSAU,000537,NH,OCEANSIDE CARE CENTER INC,04/21/2020,2,1,2,0
Metropolitan Area Regional Office - New Rochelle,ORANGE,005670,NH,SCHERVIER PAVILION,04/21/2020,3,10,5,1
Western Regional Office - Rochester,MONROE,000465,NH,THE HURLBUT,04/21/2020,1,5,0,4
Metropolitan Area Regional Office - New York City,QUEENS,001677,NH,WATERVIEW NURSING CARE CENTER,04/21/2020,1,2,1,4
Metropolitan Area Regional Office - Long Island,NASSAU,006050,NH,TOWNHOUSE CENTER FOR REHABILITATION & NURSING,04/21/2020,4,5,4,7
Metropolitan Area Regional Office - New Rochelle,PUTNAM,000754,NH,PUTNAM NURSING & REHABILITATION CENTER,04/21/2020,5,13,4,0
Metropolitan Area Regional Office - New Rochelle,ORANGE,000710,NH,MONTGOMERY NURSING AND REHABILITATION CENTER,04/21/2020,2,6,7,14
Metropolitan Area Regional Office - New York City,NEW YORK,005907,NH,NORTHERN MANHATTAN REHABILITATION AND NURSING CENTER,04/21/2020,4,10,10,6
Metropolitan Area Regional Office - New York City,RICHMOND,001755,NH,CARMEL RICHMOND HEALTHCARE AND REHABILITATION CENTER,04/21/2020,3,51,13,2
Metropolitan Area Regional Office - New York City,QUEENS,001709,NH,CYPRESS GARDEN CENTER FOR NURSING AND REHABILITATION,04/21/2020,1,1,4,3
Metropolitan Area Regional Office - Long Island,NASSAU,006009,NH,"MEADOWBROOK CARE CENTER, INC",04/21/2020,3,10,1,8
Metropolitan Area Regional Office - Long Island,NASSAU,000548,NH,SUNHARBOR MANOR,04/21/2020,5,15,6,9
Metropolitan Area Regional Office - New York City,QUEENS,006037,NH,UNION PLAZA CARE CENTER,04/21/2020,4,11,1,25
Metropolitan Area Regional Office - Long Island,NASSAU,000516,NH,THE GRAND PAVILION FOR REHAB & NURSING AT ROCKVILLE CENTRE,04/21/2020,3,1,1,12
Metropolitan Area Regional Office - New York City,QUEENS,001726,NH,"WEST LAWRENCE CARE CENTER, LLC",04/21/2020,3,5,9,0
Metropolitan Area Regional Office - New York City,QUEENS,003258,NH,HOLLIS PARK MANOR NURSING HOME,04/21/2020,2,1,1,7
Metropolitan Area Regional Office - New York City,QUEENS,001693,NH,REGO PARK NURSING HOME,04/21/2020,3,14,21,0
Metropolitan Area Regional Office - New York City,QUEENS,001715,NH,CHAPIN HOME FOR THE AGING,04/21/2020,2,0,3,0
Metropolitan Area Regional Office - New York City,NEW YORK,001606,NH,NEW GOUVERNEUR HOSPITAL SNF,04/21/2020,5,11,2,3
Metropolitan Area Regional Office - New York City,QUEENS,001675,NH,THE GRAND REHABILITATION AND NURSING AT QUEENS,04/21/2020,3,0,15,0
Metropolitan Area Regional Office - New York City,QUEENS,001708,NH,FRANKLIN CENTER FOR REHABILITATION AND NURSING,04/21/2020,4,5,1,49
Metropolitan Area Regional Office - New York City,QUEENS,001680,NH,"SAPPHIRE CENTER FOR REHABILITATION AND NURSING OF CENTRAL QUEENS, LLC",04/21/2020,3,0,0,40
Metropolitan Area Regional Office - Long Island,NASSAU,000538,NH,GARDEN CARE CENTER,04/21/2020,5,9,3,0
Metropolitan Area Regional Office - New York City,QUEENS,001678,NH,FAIRVIEW NURSING CARE CENTER INC,04/21/2020,3,2,2,3
Metropolitan Area Regional Office - Long Island,NASSAU,000539,NH,THE FIVE TOWNS PREMIER REHABILITATION & NURSING CENTER,04/21/2020,2,4,4,1
Metropolitan Area Regional Office - Long Island,NASSAU,000508,NH,HEMPSTEAD PARK NURSING HOME,04/21/2020,3,1,10,9
Metropolitan Area Regional Office - New York City,QUEENS,003948,NH,CARING FAMILY NURSING AND REHABILITATION CENTER,04/21/2020,5,3,1,12
Western Regional Office - Rochester,MONROE,003164,NH,KIRKHAVEN,04/21/2020,3,12,0,3
Metropolitan Area Regional Office - New York City,NEW YORK,001585,NH,FORT TRYON CENTER FOR REHABILITATION AND NURSING,04/21/2020,2,11,0,3
Metropolitan Area Regional Office - New York City,RICHMOND,001750,NH,"CLOVE LAKES HEALTH CARE AND REHABILITATION CENTER, INC",04/21/2020,2,1,10,14
Metropolitan Area Regional Office - New York City,QUEENS,001676,NH,CLIFFSIDE REHABILITATION & RESIDENTIAL HEALTH CARE CENTER,04/21/2020,3,12,0,0
Western Regional Office - Buffalo,NIAGARA,000580,NH,NIAGARA REHABILITATION AND NURSING CENTER,04/21/2020,1,4,0,0
Western Regional Office - Rochester,MONROE,000442,NH,ST JOHNS HEALTH CARE CORPORATION,04/21/2020,4,10,1,0
Metropolitan Area Regional Office - New York City,NEW YORK,001601,NH,HENRY J. CARTER SKILLED NURSING FACILITY,04/21/2020,1,0,1,0
Metropolitan Area Regional Office - New York City,QUEENS,007875,NH,REGAL HEIGHTS REHABILITATION AND HEALTH CARE CENTER,04/21/2020,1,0,18,0
Metropolitan Area Regional Office - New York City,NEW YORK,001600,NH,COLER REHABILITATION AND NURSING CARE CENTER,04/21/2020,3,7,5,1
Metropolitan Area Regional Office - New York City,QUEENS,001694,NH,RESORT NURSING HOME,04/21/2020,3,2,9,2
Metropolitan Area Regional Office - Long Island,NASSAU,005710,NH,NASSAU REHABILITATION & NURSING CENTER,04/21/2020,4,0,0,27
Western Regional Office - Buffalo,ORLEANS,000716,NH,THE VILLAGES OF ORLEANS HEALTH AND REHABILITATION CENTER,04/21/2020,2,2,1,0
Metropolitan Area Regional Office - New Rochelle,ORANGE,003914,NH,ST. JOSEPHS PLACE,04/21/2020,3,3,0,1
Metropolitan Area Regional Office - New York City,QUEENS,001669,NH,MARGARET TIETZ NURSING AND REHABILITATION CENTER,04/21/2020,2,8,1,1
Metropolitan Area Regional Office - New York City,QUEENS,001666,NH,ROCKAWAY CARE CENTER,04/21/2020,4,1,29,1
Metropolitan Area Regional Office - New York City,QUEENS,001712,NH,HOLLISWOOD CENTER FOR REHABILITATION AND HEALTHCARE,04/21/2020,4,18,5,35
Metropolitan Area Regional Office - New York City,QUEENS,001671,NH,PARKER JEWISH INSTITUTE FOR HEALTH CARE & REHAB,04/21/2020,5,53,13,0
Central New York Regional Office,ONONDAGA,000654,NH,CENTRAL PARK REHABILITATION AND NURSING CENTER,04/21/2020,4,1,1,4
Metropolitan Area Regional Office - Long Island,NASSAU,000560,NH,CENTRAL ISLAND HEALTHCARE,04/21/2020,2,0,0,20
Western Regional Office - Buffalo,NIAGARA,000579,NH,SCHOELLKOPF HEALTH CENTER,04/21/2020,1,1,0,0
Metropolitan Area Regional Office - New Rochelle,PUTNAM,006171,NH,PUTNAM RIDGE,04/21/2020,1,1,0,0
Metropolitan Area Regional Office - New York City,QUEENS,001703,NH,BROOKHAVEN REHABILITATION & HEALTH CARE CENTER LLC,04/21/2020,2,0,14,5
Metropolitan Area Regional Office - New York City,QUEENS,001697,NH,"NEW GLEN OAKS NURSING HOME, INC",04/21/2020,2,5,8,5
Metropolitan Area Regional Office - Long Island,NASSAU,000534,NH,A HOLLY PATTERSON EXTENDED CARE FACILITY,04/21/2020,3,6,27,2
Metropolitan Area Regional Office - New York City,QUEENS,004407,NH,SILVERCREST,04/21/2020,3,7,0,0
Western Regional Office - Buffalo,NIAGARA,006528,NH,OUR LADY OF PEACE NURSING CARE RESIDENCE,04/21/2020,3,3,0,0
Central New York Regional Office,ONONDAGA,000648,NH,LORETTO HEALTH AND REHABILITATION CENTER,04/21/2020,1,1,0,0
Metropolitan Area Regional Office - Long Island,NASSAU,000546,NH,SANDS POINT CENTER FOR HEALTH AND REHABILITATION,04/21/2020,4,4,8,0
Metropolitan Area Regional Office - New York City,QUEENS,004815,NH,NYS VETERANS HOME IN NYC,04/21/2020,3,9,1,17
Western Regional Office - Rochester,ONTARIO,000683,NH,ONTARIO CENTER FOR REHABILITATION AND HEALTHCARE,04/21/2020,3,4,9,0
Metropolitan Area Regional Office - New York City,NEW YORK,001578,NH,NEW EAST SIDE NURSING HOME,04/21/2020,2,0,4,1
Metropolitan Area Regional Office - New York City,QUEENS,005904,NH,QUEENS BOULEVARD EXTENDED CARE FACILITY,04/21/2020,5,1,16,2
Metropolitan Area Regional Office - New York City,QUEENS,001673,NH,BRIDGE VIEW NURSING HOME,04/21/2020,4,5,4,12
Metropolitan Area Regional Office - New York City,QUEENS,001710,NH,JAMAICA HOSPITAL NURSING HOME CO INC,04/21/2020,3,1,12,0
Metropolitan Area Regional Office - New York City,QUEENS,001731,NH,HORIZON CARE CENTER,04/21/2020,5,1,0,4
Metropolitan Area Regional Office - New Rochelle,ORANGE,002544,NH,CAMPBELL HALL REHABILITATION CENTER INC,04/21/2020,1,1,0,0
Metropolitan Area Regional Office - New York City,QUEENS,006384,NH,NEW YORK CENTER FOR REHABILITATION & NURSING,04/21/2020,4,0,3,24
Metropolitan Area Regional Office - New York City,QUEENS,001672,NH,PENINSULA NURSING AND REHABILITATION CENTER,04/21/2020,2,1,17,1
Metropolitan Area Regional Office - New York City,QUEENS,001714,NH,HILLSIDE MANOR REHAB & EXTENDED CARE CENTER,04/21/2020,3,13,11,6
Metropolitan Area Regional Office - New York City,QUEENS,001699,NH,WINDSOR PARK NURSING HOME,04/21/2020,1,8,3,0
Metropolitan Area Regional Office - New York City,NEW YORK,004533,NH,ST MARYS CENTER INC,04/21/2020,2,0,2,0
Metropolitan Area Regional Office - Long Island,NASSAU,009186,NH,THE AMSTERDAM AT HARBORSIDE,04/21/2020,1,1,0,0
Metropolitan Area Regional Office - New York City,QUEENS,003256,NH,"HAVEN MANOR HEALTH CARE CENTER,LLC",04/21/2020,2,3,3,5
Metropolitan Area Regional Office - Long Island,NASSAU,000497,NH,GRANDELL REHABILITATION AND NURSING CENTER,04/21/2020,5,2,3,4
Metropolitan Area Regional Office - New York City,QUEENS,001702,NH,QUEENS NASSAU REHABILITATION AND NURSING CENTER,04/21/2020,1,2,1,3
Metropolitan Area Regional Office - New Rochelle,ORANGE,007016,NH,GLEN ARDEN INC,04/21/2020,1,0,2,0
Metropolitan Area Regional Office - New York City,QUEENS,007745,NH,"ELMHURST CARE CENTER, INC",04/21/2020,5,8,28,14
Metropolitan Area Regional Office - New York City,QUEENS,001679,NH,FAR ROCKAWAY CENTER FOR REHABILITATION AND NURSING,04/21/2020,1,2,6,0
Metropolitan Area Regional Office - New Rochelle,SULLIVAN,000963,NH,SULLIVAN COUNTY ADULT CARE CENTER,04/21/2020,2,1,1,0
Metropolitan Area Regional Office - New Rochelle,WESTCHESTER,003630,NH,YORKTOWN REHABILITATION & NURSING CENTER,04/21/2020,2,1,1,2
Metropolitan Area Regional Office - New Rochelle,ROCKLAND,000780,NH,THE WILLOWS AT RAMAPO REHABILITATION AND NURSING CENTER,04/21/2020,2,3,2,12
Metropolitan Area Regional Office - Long Island,SUFFOLK,000935,NH,OUR LADY OF CONSOLATION NURSING AND REHABILITATIVE CARE CENTER,04/21/2020,4,23,12,0
Metropolitan Area Regional Office - New Rochelle,ULSTER,007064,NH,WINGATE OF ULSTER,04/21/2020,3,3,1,0
Capital District Regional Office,SARATOGA,004826,NH,SETON HEALTH AT SCHUYLER RIDGE RESIDENTIAL HEALTHCARE,04/21/2020,1,0,1,0
Metropolitan Area Regional Office - New Rochelle,WESTCHESTER,001093,NH,KING STREET HOME INC,04/21/2020,1,0,3,0
Metropolitan Area Regional Office - Long Island,SUFFOLK,000949,NH,BROOKSIDE MULTICARE NURSING CENTER,04/21/2020,3,0,1,4
Metropolitan Area Regional Office - New Rochelle,WESTCHESTER,001087,NH,CEDAR MANOR NURSING & REHABILITATION CENTER,04/21/2020,3,2,6,7
Metropolitan Area Regional Office - Long Island,SUFFOLK,006324,NH,ISLAND NURSING AND REHAB CENTER,04/21/2020,1,4,7,5
Metropolitan Area Regional Office - Long Island,SUFFOLK,000919,NH,APEX REHABILITATION & CARE CENTER,04/21/2020,3,27,5,1
Central New York Regional Office,TIOGA,000973,NH,ELDERWOOD AT WAVERLY,04/21/2020,2,3,0,0
Metropolitan Area Regional Office - Long Island,SUFFOLK,003041,NH,GOOD SAMARITAN NURSING AND REHABILITATION CARE CENTER,04/21/2020,3,14,0,0
Metropolitan Area Regional Office - New Rochelle,WESTCHESTER,001150,NH,NORTH WESTCHESTER RESTORATIVE THERAPY AND NURSING CENTER,04/21/2020,1,3,1,2
Metropolitan Area Regional Office - New Rochelle,WESTCHESTER,007605,NH,THE GROVE AT VALHALLA REHABILITATION AND NURSING CENTER,04/21/2020,1,0,2,0
Metropolitan Area Regional Office - Long Island,SUFFOLK,006313,NH,JEFFERSON'S FERRY,04/21/2020,1,1,0,0
Metropolitan Area Regional Office - Long Island,SUFFOLK,000920,NH,CARILLON NURSING AND REHABILITATION CENTER,04/21/2020,3,17,2,15
Metropolitan Area Regional Office - Long Island,SUFFOLK,000881,NH,MASSAPEQUA CENTER REHABILITATION & NURSING,04/21/2020,4,2,3,18
Metropolitan Area Regional Office - New York City,RICHMOND,001749,NH,"SEA VIEW HOSPITAL, REHABILITATION CENTER AND HOME",04/21/2020,3,2,0,13
Metropolitan Area Regional Office - Long Island,SUFFOLK,000909,NH,SURGE REHABILITATION AND NURSING LLC,04/21/2020,3,4,2,3
Metropolitan Area Regional Office - New York City,RICHMOND,004823,NH,RICHMOND CENTER FOR REHABILITATION AND SPECIALTY HEALTHCARE,04/21/2020,3,0,4,8
Metropolitan Area Regional Office - Long Island,SUFFOLK,000953,NH,LUXOR NURSING AND REHABILITATION AT MILLS POND,04/21/2020,3,4,7,19
Metropolitan Area Regional Office - New Rochelle,WESTCHESTER,001042,NH,THE EMERALD PEEK REHABILITATION AND NURSING CENTER,04/21/2020,1,0,0,1
Metropolitan Area Regional Office - New Rochelle,WESTCHESTER,001080,NH,SUTTON PARK CENTER FOR NURSING AND REHABILITATION,04/21/2020,3,5,12,7
Metropolitan Area Regional Office - New Rochelle,WESTCHESTER,001114,NH,SPRAIN BROOK MANOR REHAB,04/21/2020,4,2,6,2
Metropolitan Area Regional Office - Long Island,SUFFOLK,006462,NH,MEDFORD MULTICARE CENTER FOR LIVING,04/21/2020,4,3,2,5
Metropolitan Area Regional Office - Long Island,SUFFOLK,000899,NH,WATERS EDGE REHAB & NURSING CENTER AT PORT JEFFERSON,04/21/2020,1,1,0,0
Metropolitan Area Regional Office - New Rochelle,WESTCHESTER,001103,NH,REGENCY EXTENDED CARE CENTER,04/21/2020,2,3,12,28
Metropolitan Area Regional Office - Long Island,SUFFOLK,003928,NH,"BROOKHAVEN HEALTH CARE FACILITY, LLC",04/21/2020,2,2,3,0
Metropolitan Area Regional Office - Long Island,SUFFOLK,006871,NH,THE HAMPTONS CENTER FOR REHABILITATION AND NURSING,04/21/2020,3,3,0,12
Metropolitan Area Regional Office - Long Island,SUFFOLK,003433,NH,SMITHTOWN CENTER FOR REHABILITATION & NURSING CARE,04/21/2020,4,15,0,2
Metropolitan Area Regional Office - New Rochelle,WESTCHESTER,001094,NH,THE ENCLAVE AT RYE REHABILITATION AND NURSING CENTER,04/21/2020,3,0,5,14
Capital District Regional Office,WARREN,001010,NH,THE PINES AT GLENS FALLS CENTER FOR NURSING & REHABILITATION,04/21/2020,1,1,0,0
Metropolitan Area Regional Office - New Rochelle,WESTCHESTER,001106,NH,SANS SOUCI REHABILITATION AND NURSING CENTER,04/21/2020,3,1,3,8
Metropolitan Area Regional Office - Long Island,SUFFOLK,000934,NH,MOMENTUM AT SOUTH BAY FOR REHABILITATION AND NURSING,04/21/2020,1,11,0,0
Metropolitan Area Regional Office - New Rochelle,WESTCHESTER,001069,NH,WESTCHESTER CENTER FOR REHABILITATION & NURSING,04/21/2020,2,5,12,0
Western Regional Office - Rochester,WAYNE,001038,NH,SODUS REHABILITATION & NURSING CENTER,04/21/2020,1,1,0,0
Metropolitan Area Regional Office - New Rochelle,ROCKLAND,000785,NH,TOLSTOY FOUNDATION REHABILITATION AND NURSING CENTER,04/21/2020,3,3,0,3
Metropolitan Area Regional Office - Long Island,SUFFOLK,000910,NH,"OASIS REHABILITATION AND NURSING, LLC",04/21/2020,3,4,9,0
Metropolitan Area Regional Office - Long Island,SUFFOLK,007786,NH,HUNTINGTON HILLS CENTER FOR HEALTH AND REHABILITATION,04/21/2020,4,0,0,9
Metropolitan Area Regional Office - New Rochelle,WESTCHESTER,001128,NH,BRIARCLIFF MANOR CENTER FOR REHABILITATION AND NURSING CARE,04/21/2020,2,0,2,0
Metropolitan Area Regional Office - New York City,RICHMOND,001753,NH,SILVER LAKE SPECIALIZED REHABILITATION AND CARE CENTER,04/21/2020,1,0,4,33
Western Regional Office - Rochester,STEUBEN,003902,NH,ELDERWOOD AT HORNELL,04/21/2020,2,1,2,0
Metropolitan Area Regional Office - Long Island,SUFFOLK,003307,NH,EAST NECK NURSING & REHABILITATION CENTER,04/21/2020,4,2,2,6
Metropolitan Area Regional Office - New Rochelle,WESTCHESTER,001059,NH,MARTINE CENTER FOR REHABILITATION AND NURSING,04/21/2020,4,5,8,12
Metropolitan Area Regional Office - New Rochelle,WESTCHESTER,001148,NH,THE PARAMOUNT AT SOMERS REHABILITATION AND NURSING CENTER,04/21/2020,5,2,2,13
Metropolitan Area Regional Office - New Rochelle,WESTCHESTER,006250,NH,ADIRA AT RIVERSIDE REHABILITATION AND NURSING,04/21/2020,1,0,1,0
Metropolitan Area Regional Office - Long Island,SUFFOLK,000950,NH,ST. JAMES REHABILITATION & HEALTHCARE CENTER,04/21/2020,3,5,0,0
Metropolitan Area Regional Office - New Rochelle,WESTCHESTER,002575,NH,DUMONT CENTER FOR REHABILITATION AND NURSING CARE,04/21/2020,2,0,3,0
Metropolitan Area Regional Office - Long Island,SUFFOLK,005638,NH,WESTHAMPTON CARE CENTER,04/21/2020,2,3,0,0
Metropolitan Area Regional Office - Long Island,SUFFOLK,000932,NH,ROSS CENTER FOR NURSING AND REHABILITATION,04/21/2020,2,2,0,2
Metropolitan Area Regional Office - New Rochelle,WESTCHESTER,001058,NH,WHITE PLAINS CENTER FOR NURSING CARE,04/21/2020,1,3,0,0
Metropolitan Area Regional Office - New Rochelle,WESTCHESTER,001073,NH,BAYBERRY NURSING HOME,04/21/2020,1,2,0,0
Metropolitan Area Regional Office - New Rochelle,WESTCHESTER,001113,NH,"THE NEW JEWISH HOME, SARAH NEUMAN",04/21/2020,5,26,1,0
Metropolitan Area Regional Office - Long Island,SUFFOLK,006518,NH,PECONIC LANDING AT SOUTHOLD,04/21/2020,1,5,2,2
Metropolitan Area Regional Office - New Rochelle,ROCKLAND,000784,NH,NORTHERN MANOR GERIATRIC CENTER INC,04/21/2020,3,0,3,1
Metropolitan Area Regional Office - New Rochelle,WESTCHESTER,001125,NH,ST CABRINI NURSING HOME,04/21/2020,3,4,9,6
